"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"ILMN_3007813"	"7.14e-01"	"6.03e-01"	"0.5399409"	"-7.506082"	"0.15049966"	"Rif1"	"replication timing regulatory factor 1"
"ILMN_2652270"	"7.14e-01"	"6.03e-01"	"-0.5397214"	"-7.506209"	"-0.08541486"	"Slmo1"	"slowmo homolog 1 (Drosophila)"
"ILMN_2745515"	"7.14e-01"	"6.03e-01"	"-0.5396544"	"-7.506248"	"-0.1163961"	"Rhag"	"Rhesus blood group-associated A glycoprotein"
"ILMN_3093132"	"7.14e-01"	"6.03e-01"	"-0.5395992"	"-7.50628"	"-0.08544588"	"Dlgap1"	"discs, large (Drosophila) homolog-associated protein 1"
"ILMN_3162347"	"7.14e-01"	"6.03e-01"	"0.5395453"	"-7.506312"	"0.15190836"	"Mlph"	"melanophilin"
"ILMN_2862093"	"7.14e-01"	"6.03e-01"	"0.5394293"	"-7.506379"	"0.08278568"	"Copz1"	"coatomer protein complex, subunit zeta 1"
"ILMN_2604494"	"7.14e-01"	"6.03e-01"	"-0.5392433"	"-7.506487"	"-0.1085259"	"Podxl"	"podocalyxin-like"
"ILMN_2808939"	"7.15e-01"	"6.04e-01"	"-0.538602"	"-7.50686"	"-0.08528776"	"0610007P14Rik"	"RIKEN cDNA 0610007P14 gene"
"ILMN_2737237"	"7.15e-01"	"6.04e-01"	"0.538536"	"-7.506898"	"0.11788741"	"Slc25a22"	"solute carrier family 25 (mitochondrial carrier, glutamate), member 22"
"ILMN_2600813"	"7.15e-01"	"6.04e-01"	"-0.5382708"	"-7.507052"	"-0.11138814"	"Cwc25"	"CWC25 spliceosome-associated protein"
"ILMN_2825339"	"7.15e-01"	"6.04e-01"	"-0.5379485"	"-7.507239"	"-0.11189671"	"Rab6a"	"RAB6A, member RAS oncogene family"
"ILMN_1221822"	"7.15e-01"	"6.05e-01"	"0.5376142"	"-7.507433"	"0.10304071"	"Rbm12"	"RNA binding motif protein 12"
"ILMN_2520592"	"7.15e-01"	"6.05e-01"	"-0.5373053"	"-7.507612"	"-0.11506664"	"Zfhx4"	"zinc finger homeodomain 4"
"ILMN_2697238"	"7.15e-01"	"6.05e-01"	"-0.5372085"	"-7.507668"	"-0.11434973"	"Klhl36"	"kelch-like 36"
"ILMN_1243446"	"7.16e-01"	"6.05e-01"	"0.5367292"	"-7.507945"	"0.14737666"	"Arhgap17"	"Rho GTPase activating protein 17"
"ILMN_3155228"	"7.16e-01"	"6.05e-01"	"0.5365517"	"-7.508048"	"0.0878862"	"Mdga1"	"MAM domain containing glycosylphosphatidylinositol anchor 1"
"ILMN_2626106"	"7.16e-01"	"6.05e-01"	"-0.5362414"	"-7.508227"	"-0.1085979"	"Myo7b"	"myosin VIIB"
"ILMN_1237273"	"7.16e-01"	"6.05e-01"	"0.5362207"	"-7.508239"	"0.13402206"	"Col25a1"	"collagen, type XXV, alpha 1"
"ILMN_2519313"	"7.16e-01"	"6.06e-01"	"0.5360437"	"-7.508342"	"0.08386224"	"Tmod4"	"tropomodulin 4"
"ILMN_3091003"	"7.16e-01"	"6.06e-01"	"-0.5359458"	"-7.508398"	"-0.08016921"	"Ms4a7"	"membrane-spanning 4-domains, subfamily A, member 7"
"ILMN_2731901"	"7.16e-01"	"6.06e-01"	"0.535487"	"-7.508663"	"0.14232907"	"S100a4"	"S100 calcium binding protein A4"
"ILMN_1212682"	"7.17e-01"	"6.06e-01"	"0.535353"	"-7.508741"	"0.10371383"	"Mafa"	"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein A (avian)"
"ILMN_2945483"	"7.17e-01"	"6.06e-01"	"0.5351561"	"-7.508854"	"0.08999677"	"Csde1"	"cold shock domain containing E1, RNA binding"
"ILMN_2970685"	"7.17e-01"	"6.06e-01"	"0.5349042"	"-7.509"	"0.10296253"	"Ppie"	"peptidylprolyl isomerase E (cyclophilin E)"
"ILMN_2707356"	"7.17e-01"	"6.07e-01"	"0.5345502"	"-7.509204"	"0.09665111"	"Fgf13"	"fibroblast growth factor 13"
"ILMN_2991339"	"7.17e-01"	"6.07e-01"	"-0.534221"	"-7.509393"	"-0.08048844"	"Zfp646"	"zinc finger protein 646"
"ILMN_1216639"	"7.17e-01"	"6.07e-01"	"-0.5341744"	"-7.50942"	"-0.07964765"	"Pak3"	"p21 protein (Cdc42/Rac)-activated kinase 3"
"ILMN_2706393"	"7.17e-01"	"6.07e-01"	"-0.5338425"	"-7.509611"	"-0.07807095"	"Siah1b"	"seven in absentia 1B"
"ILMN_2840856"	"7.18e-01"	"6.07e-01"	"0.5333966"	"-7.509868"	"0.09894463"	"Ripk4"	"receptor-interacting serine-threonine kinase 4"
"ILMN_1256989"	"7.18e-01"	"6.07e-01"	"-0.5333758"	"-7.50988"	"-0.16406195"	"Hist1h4j"	"histone cluster 1, H4j"
"ILMN_2938904"	"7.18e-01"	"6.07e-01"	"0.533247"	"-7.509954"	"0.14292542"	"Gsto2"	"glutathione S-transferase omega 2"
"ILMN_1249137"	"7.18e-01"	"6.08e-01"	"-0.5331118"	"-7.510032"	"-0.09306557"	"Vipas39"	"VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog"
"ILMN_1213426"	"7.18e-01"	"6.08e-01"	"0.5330782"	"-7.510051"	"0.07778904"	"Fam134a"	"family with sequence similarity 134, member A"
"ILMN_1237830"	"7.19e-01"	"6.08e-01"	"-0.5317126"	"-7.510835"	"-0.081283"	""	""
"ILMN_2717727"	"7.19e-01"	"6.09e-01"	"-0.531478"	"-7.51097"	"-0.09207896"	"Herc2"	"HECT and RLD domain containing E3 ubiquitin protein ligase 2"
"ILMN_1249290"	"7.19e-01"	"6.09e-01"	"0.5313049"	"-7.511069"	"0.07756102"	"Adam4"	"a disintegrin and metallopeptidase domain 4"
"ILMN_1222171"	"7.19e-01"	"6.09e-01"	"-0.5308586"	"-7.511325"	"-0.09949761"	"Trmt10a"	"tRNA methyltransferase 10A"
"ILMN_2906929"	"7.19e-01"	"6.09e-01"	"-0.5308528"	"-7.511328"	"-0.08600404"	"Vmn1r205"	"vomeronasal 1 receptor 205"
"ILMN_2987637"	"7.19e-01"	"6.09e-01"	"-0.5308332"	"-7.511339"	"-0.08764983"	"Fbxo15"	"F-box protein 15"
"ILMN_2907989"	"7.19e-01"	"6.09e-01"	"-0.5307789"	"-7.51137"	"-0.09877111"	"Zfp119a"	"zinc finger protein 119a"
"ILMN_1238080"	"7.19e-01"	"6.09e-01"	"-0.5307473"	"-7.511388"	"-0.09969886"	"Dnajb8"	"DnaJ heat shock protein family (Hsp40) member B8"
"ILMN_2600928"	"7.19e-01"	"6.09e-01"	"-0.5305803"	"-7.511484"	"-0.09127936"	"Ovgp1"	"oviductal glycoprotein 1"
"ILMN_3132660"	"7.19e-01"	"6.09e-01"	"-0.5304406"	"-7.511564"	"-0.0944843"	"Rarg"	"retinoic acid receptor, gamma"
"ILMN_3045359"	"7.19e-01"	"6.09e-01"	"-0.5303756"	"-7.511601"	"-0.09196882"	"Ctsa"	"cathepsin A"
"ILMN_3003567"	"7.19e-01"	"6.09e-01"	"-0.5302655"	"-7.511664"	"-0.1352878"	"Khsrp"	"KH-type splicing regulatory protein"
"ILMN_3052026"	"7.19e-01"	"6.09e-01"	"-0.5302469"	"-7.511675"	"-0.11745564"	"Alx3"	"aristaless-like homeobox 3"
"ILMN_2763182"	"7.19e-01"	"6.09e-01"	"0.5301319"	"-7.511741"	"0.08686156"	"Bre"	"brain and reproductive organ-expressed protein"
"ILMN_3104118"	"7.20e-01"	"6.10e-01"	"-0.5296776"	"-7.512"	"-0.10023231"	"Pkdcc"	"protein kinase domain containing, cytoplasmic"
"ILMN_1259775"	"7.20e-01"	"6.10e-01"	"-0.5290516"	"-7.512358"	"-0.10793982"	"Hnrnpu"	"heterogeneous nuclear ribonucleoprotein U"
"ILMN_2637571"	"7.20e-01"	"6.10e-01"	"-0.5290161"	"-7.512378"	"-0.08668145"	"Grk5"	"G protein-coupled receptor kinase 5"
"ILMN_2600779"	"7.20e-01"	"6.10e-01"	"-0.5289649"	"-7.512407"	"-0.07808944"	"Ip6k3"	"inositol hexaphosphate kinase 3"
"ILMN_2760892"	"7.20e-01"	"6.10e-01"	"0.5289258"	"-7.51243"	"0.10767538"	"Mpv17l"	"Mpv17 transgene, kidney disease mutant-like"
"ILMN_2723346"	"7.20e-01"	"6.10e-01"	"0.5288915"	"-7.512449"	"0.10115378"	"1700029J07Rik"	"RIKEN cDNA 1700029J07 gene"
"ILMN_2664858"	"7.20e-01"	"6.11e-01"	"-0.5284168"	"-7.51272"	"-0.09607634"	"Jsrp1"	"junctional sarcoplasmic reticulum protein 1"
"ILMN_2908056"	"7.21e-01"	"6.11e-01"	"-0.5276464"	"-7.513159"	"-0.08706014"	"Tmbim1"	"transmembrane BAX inhibitor motif containing 1"
"ILMN_2744592"	"7.21e-01"	"6.11e-01"	"0.5276112"	"-7.513179"	"0.12035119"	"Ccdc53"	"coiled-coil domain containing 53"
"ILMN_2859518"	"7.21e-01"	"6.11e-01"	"0.5274257"	"-7.513285"	"0.08947447"	"Krtcap3"	"keratinocyte associated protein 3"
"ILMN_1241268"	"7.21e-01"	"6.11e-01"	"0.5272503"	"-7.513384"	"0.0829024"	"Snx3"	"sorting nexin 3"
"ILMN_1224079"	"7.21e-01"	"6.11e-01"	"-0.5271907"	"-7.513418"	"-0.09797669"	"Wfs1"	"Wolfram syndrome 1 homolog (human)"
"ILMN_1219113"	"7.21e-01"	"6.12e-01"	"-0.5271017"	"-7.513469"	"-0.08064793"	"Ing1"	"inhibitor of growth family, member 1"
"ILMN_3006178"	"7.21e-01"	"6.12e-01"	"-0.5270084"	"-7.513522"	"-0.09964252"	"Zfp943"	"zinc finger prtoein 943"
"ILMN_2679993"	"7.21e-01"	"6.12e-01"	"0.5265271"	"-7.513796"	"0.07978657"	"Olfr1341"	"olfactory receptor 1341"
"ILMN_3162930"	"7.21e-01"	"6.12e-01"	"-0.5264799"	"-7.513823"	"-0.12220534"	"Sh3bp1"	"SH3-domain binding protein 1"
"ILMN_2929723"	"7.22e-01"	"6.12e-01"	"0.5260343"	"-7.514076"	"0.1325293"	"Zfp64"	"zinc finger protein 64"
"ILMN_2913206"	"7.22e-01"	"6.12e-01"	"-0.5260105"	"-7.514089"	"-0.08122763"	"BC031181"	"cDNA sequence BC031181"
"ILMN_2748091"	"7.22e-01"	"6.12e-01"	"-0.5259909"	"-7.5141"	"-0.08054754"	"Snrpn"	"small nuclear ribonucleoprotein N"
"ILMN_1246027"	"7.22e-01"	"6.12e-01"	"-0.5258937"	"-7.514156"	"-0.11352482"	"Spast"	"spastin"
"ILMN_2729176"	"7.22e-01"	"6.13e-01"	"-0.5254607"	"-7.514401"	"-0.10060504"	"Foxj3"	"forkhead box J3"
"ILMN_2648669"	"7.22e-01"	"6.13e-01"	"-0.5254591"	"-7.514402"	"-0.07738298"	"Gpnmb"	"glycoprotein (transmembrane) nmb"
"ILMN_2836982"	"7.22e-01"	"6.13e-01"	"-0.5251723"	"-7.514565"	"-0.10988477"	"Des"	"desmin"
"ILMN_2747623"	"7.22e-01"	"6.13e-01"	"-0.5251009"	"-7.514605"	"-0.10536699"	"Cnksr3"	"Cnksr family member 3"
"ILMN_1245910"	"7.22e-01"	"6.13e-01"	"0.5249487"	"-7.514692"	"0.08097153"	"Tgm6"	"transglutaminase 6"
"ILMN_2723881"	"7.22e-01"	"6.13e-01"	"0.5248156"	"-7.514767"	"0.08676525"	"Hcfc1"	"host cell factor C1"
"ILMN_2621296"	"7.22e-01"	"6.13e-01"	"-0.5244167"	"-7.514993"	"-0.08361629"	"Lair1"	"leukocyte-associated Ig-like receptor 1"
"ILMN_2495363"	"7.22e-01"	"6.13e-01"	"0.5242937"	"-7.515062"	"0.09336769"	"Wasf2"	"WAS protein family, member 2"
"ILMN_2606792"	"7.22e-01"	"6.13e-01"	"0.5241344"	"-7.515153"	"0.07824116"	"Gbp4"	"guanylate binding protein 4"
"ILMN_1234340"	"7.22e-01"	"6.14e-01"	"-0.5240714"	"-7.515188"	"-0.08738871"	"Snph"	"syntaphilin"
"ILMN_2650860"	"7.22e-01"	"6.14e-01"	"-0.524018"	"-7.515219"	"-0.08828381"	"Cenpo"	"centromere protein O"
"ILMN_2680635"	"7.22e-01"	"6.14e-01"	"0.5239774"	"-7.515242"	"0.12434685"	"Agtr2"	"angiotensin II receptor, type 2"
"ILMN_2458022"	"7.22e-01"	"6.14e-01"	"-0.5238426"	"-7.515318"	"-0.08400812"	"Zfp398"	"zinc finger protein 398"
"ILMN_3155180"	"7.23e-01"	"6.14e-01"	"0.5234385"	"-7.515546"	"0.10561102"	"Itpr2"	"inositol 1,4,5-triphosphate receptor 2"
"ILMN_2699498"	"7.23e-01"	"6.14e-01"	"-0.5232977"	"-7.515626"	"-0.09269563"	"Celsr3"	"cadherin, EGF LAG seven-pass G-type receptor 3"
"ILMN_2650299"	"7.23e-01"	"6.14e-01"	"0.5231113"	"-7.515731"	"0.07712489"	"Sec23b"	"SEC23 homolog B, COPII coat complex component"
"ILMN_2832884"	"7.23e-01"	"6.14e-01"	"0.5230516"	"-7.515765"	"0.08270924"	"Foxred1"	"FAD-dependent oxidoreductase domain containing 1"
"ILMN_2746328"	"7.23e-01"	"6.14e-01"	"-0.5226078"	"-7.516015"	"-0.19831568"	"Cwc22"	"CWC22 spliceosome-associated protein"
"ILMN_1250469"	"7.23e-01"	"6.15e-01"	"-0.5223701"	"-7.516149"	"-0.13834575"	"Bcl9l"	"B cell CLL/lymphoma 9-like"
"ILMN_1248072"	"7.23e-01"	"6.15e-01"	"-0.5222056"	"-7.516242"	"-0.12553906"	"Tex2"	"testis expressed gene 2"
"ILMN_2754453"	"7.24e-01"	"6.15e-01"	"0.5217964"	"-7.516473"	"0.10441755"	"Foxj1"	"forkhead box J1"
"ILMN_2699148"	"7.24e-01"	"6.15e-01"	"-0.5217381"	"-7.516506"	"-0.08839985"	"Olfr1412"	"olfactory receptor 1412"
"ILMN_2994042"	"7.24e-01"	"6.15e-01"	"0.5215524"	"-7.51661"	"0.1004737"	"Amhr2"	"anti-Mullerian hormone type 2 receptor"
"ILMN_1256186"	"7.24e-01"	"6.15e-01"	"-0.5212122"	"-7.516802"	"-0.10267523"	"Wrap73"	"WD repeat containing, antisense to Trp73"
"ILMN_2667842"	"7.24e-01"	"6.16e-01"	"0.5208028"	"-7.517032"	"0.08847168"	"Tbrg1"	"transforming growth factor beta regulated gene 1"
"ILMN_2497616"	"7.25e-01"	"6.16e-01"	"0.5200883"	"-7.517434"	"0.10945955"	"Uqcrb"	"ubiquinol-cytochrome c reductase binding protein"
"ILMN_1214277"	"7.25e-01"	"6.16e-01"	"-0.5196845"	"-7.517661"	"-0.14450217"	"Rnps1"	"ribonucleic acid binding protein S1"
"ILMN_1253563"	"7.25e-01"	"6.16e-01"	"-0.5196369"	"-7.517688"	"-0.09057009"	"Cyp2d13"	"cytochrome P450, family 2, subfamily d, polypeptide 13"
"ILMN_2674213"	"7.25e-01"	"6.17e-01"	"-0.5194627"	"-7.517785"	"-0.10703629"	"Cacnb1"	"calcium channel, voltage-dependent, beta 1 subunit"
"ILMN_2671124"	"7.25e-01"	"6.17e-01"	"-0.518909"	"-7.518096"	"-0.07953863"	"Psmb4"	"proteasome (prosome, macropain) subunit, beta type 4"
"ILMN_2937486"	"7.25e-01"	"6.17e-01"	"-0.518718"	"-7.518203"	"-0.10893564"	"Dlgap2"	"discs, large (Drosophila) homolog-associated protein 2"
"ILMN_3154581"	"7.25e-01"	"6.17e-01"	"0.5186912"	"-7.518218"	"0.07790585"	"Gngt2"	"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2"
"ILMN_2620803"	"7.26e-01"	"6.17e-01"	"0.5183516"	"-7.518408"	"0.07767058"	"Iah1"	"isoamyl acetate-hydrolyzing esterase 1 homolog"
"ILMN_1237954"	"7.26e-01"	"6.17e-01"	"0.5182647"	"-7.518457"	"0.09802311"	"Ttll6"	"tubulin tyrosine ligase-like family, member 6"
"ILMN_2972459"	"7.26e-01"	"6.18e-01"	"0.5180958"	"-7.518551"	"0.10863592"	"Diaph1"	"diaphanous related formin 1"
"ILMN_1230396"	"7.26e-01"	"6.18e-01"	"0.5180098"	"-7.5186"	"0.11828597"	"Zc3h6"	"zinc finger CCCH type containing 6"
"ILMN_1226638"	"7.26e-01"	"6.18e-01"	"0.5177965"	"-7.518719"	"0.11642056"	"Pcdhb6"	"protocadherin beta 6"
"ILMN_2927638"	"7.26e-01"	"6.18e-01"	"-0.5177043"	"-7.51877"	"-0.10762601"	"Mxra8"	"matrix-remodelling associated 8"
"ILMN_3162729"	"7.26e-01"	"6.18e-01"	"0.5176905"	"-7.518778"	"0.10760348"	"Zmiz2"	"zinc finger, MIZ-type containing 2"
"ILMN_2772492"	"7.26e-01"	"6.18e-01"	"0.5174147"	"-7.518932"	"0.11211867"	"Tsr1"	"TSR1 20S rRNA accumulation"
"ILMN_2773633"	"7.26e-01"	"6.18e-01"	"-0.5174073"	"-7.518937"	"-0.09662918"	"Prss29"	"protease, serine 29"
"ILMN_3162286"	"7.26e-01"	"6.18e-01"	"-0.5171427"	"-7.519084"	"-0.07863048"	"Zdhhc23"	"zinc finger, DHHC domain containing 23"
"ILMN_2618996"	"7.26e-01"	"6.18e-01"	"0.5170195"	"-7.519153"	"0.11422721"	"Epb41l3"	"erythrocyte membrane protein band 4.1 like 3"
"ILMN_2645295"	"7.26e-01"	"6.18e-01"	"-0.5169919"	"-7.519169"	"-0.11217193"	"Fam132a"	"family with sequence similarity 132, member A"
"ILMN_2946959"	"7.26e-01"	"6.18e-01"	"0.5169619"	"-7.519185"	"0.09809623"	""	""
"ILMN_1252267"	"7.26e-01"	"6.18e-01"	"-0.5169152"	"-7.519212"	"-0.08565825"	"Asun"	"asunder, spermatogenesis regulator"
"ILMN_2725504"	"7.26e-01"	"6.18e-01"	"-0.5167889"	"-7.519282"	"-0.07694845"	"Ddx52"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 52"
"ILMN_2650557"	"7.26e-01"	"6.18e-01"	"0.516681"	"-7.519342"	"0.10291451"	"Ackr2"	"atypical chemokine receptor 2"
"ILMN_2466034"	"7.26e-01"	"6.19e-01"	"0.516521"	"-7.519432"	"0.08915574"	"Ubl4a"	"ubiquitin-like 4A"
"ILMN_2848354"	"7.26e-01"	"6.19e-01"	"-0.516489"	"-7.51945"	"-0.08312817"	"Zfp771"	"zinc finger protein 771"
"ILMN_2738845"	"7.26e-01"	"6.19e-01"	"0.5164353"	"-7.519479"	"0.15716492"	"Olfr1269"	"olfactory receptor 1269"
"ILMN_2658553"	"7.26e-01"	"6.19e-01"	"0.5163921"	"-7.519504"	"0.12464417"	"Gys1"	"glycogen synthase 1, muscle"
"ILMN_1257110"	"7.26e-01"	"6.19e-01"	"-0.516034"	"-7.519703"	"-0.09250647"	"Gtf3c6"	"general transcription factor IIIC, polypeptide 6, alpha"
"ILMN_1254540"	"7.27e-01"	"6.19e-01"	"0.5156491"	"-7.519918"	"0.08193833"	"Crbn"	"cereblon"
"ILMN_2654635"	"7.27e-01"	"6.19e-01"	"-0.5156283"	"-7.51993"	"-0.1112392"	"Nagpa"	"N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase"
"ILMN_2647885"	"7.27e-01"	"6.19e-01"	"-0.5155485"	"-7.519974"	"-0.08699728"	"Bcl2l1"	"BCL2-like 1"
"ILMN_2508519"	"7.27e-01"	"6.19e-01"	"0.5152309"	"-7.520151"	"0.10249263"	"Vars"	"valyl-tRNA synthetase"
"ILMN_2981935"	"7.27e-01"	"6.19e-01"	"-0.5152105"	"-7.520162"	"-0.09549878"	"Nup155"	"nucleoporin 155"
"ILMN_2912439"	"7.27e-01"	"6.20e-01"	"0.5150911"	"-7.520229"	"0.07881376"	"1810026J23Rik"	"RIKEN cDNA 1810026J23 gene"
"ILMN_3157081"	"7.27e-01"	"6.20e-01"	"-0.5148016"	"-7.52039"	"-0.12043548"	"Sytl3"	"synaptotagmin-like 3"
"ILMN_1224430"	"7.27e-01"	"6.20e-01"	"0.5147666"	"-7.520409"	"0.08238055"	"Nfatc1"	"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1"
"ILMN_2614161"	"7.27e-01"	"6.20e-01"	"0.5145291"	"-7.520541"	"0.09624591"	"Lss"	"lanosterol synthase"
"ILMN_1226376"	"7.27e-01"	"6.20e-01"	"0.5144131"	"-7.520606"	"0.08754889"	"Zswim2"	"zinc finger SWIM-type containing 2"
"ILMN_2718157"	"7.28e-01"	"6.20e-01"	"0.5138313"	"-7.520929"	"0.0901275"	"Impa1"	"inositol (myo)-1(or 4)-monophosphatase 1"
"ILMN_1234377"	"7.28e-01"	"6.20e-01"	"-0.5137868"	"-7.520954"	"-0.12722335"	"Olig3"	"oligodendrocyte transcription factor 3"
"ILMN_2639214"	"7.28e-01"	"6.21e-01"	"-0.5128934"	"-7.52145"	"-0.10142653"	"Cyp3a13"	"cytochrome P450, family 3, subfamily a, polypeptide 13"
"ILMN_2845080"	"7.28e-01"	"6.21e-01"	"-0.5128584"	"-7.521469"	"-0.08076515"	"Psap"	"prosaposin"
"ILMN_2987015"	"7.28e-01"	"6.21e-01"	"-0.5127936"	"-7.521505"	"-0.1216645"	"Rmdn1"	"regulator of microtubule dynamics 1"
"ILMN_2744459"	"7.28e-01"	"6.21e-01"	"-0.5127397"	"-7.521535"	"-0.08782025"	"Alg3"	"asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)"
"ILMN_2695035"	"7.29e-01"	"6.22e-01"	"0.5118687"	"-7.522017"	"0.08245863"	"Pja2"	"praja 2, RING-H2 motif containing"
"ILMN_3159275"	"7.29e-01"	"6.22e-01"	"-0.5117997"	"-7.522056"	"-0.0923265"	"Ahnak"	"AHNAK nucleoprotein (desmoyokin)"
"ILMN_3000155"	"7.29e-01"	"6.22e-01"	"-0.511405"	"-7.522274"	"-0.07857647"	""	""
"ILMN_2697499"	"7.29e-01"	"6.22e-01"	"0.5107694"	"-7.522625"	"0.07557484"	"Igdcc4"	"immunoglobulin superfamily, DCC subclass, member 4"
"ILMN_2756113"	"7.29e-01"	"6.22e-01"	"-0.5107415"	"-7.522641"	"-0.07656831"	"Nln"	"neurolysin (metallopeptidase M3 family)"
"ILMN_2987197"	"7.29e-01"	"6.22e-01"	"0.510702"	"-7.522662"	"0.07786181"	"H2-M9"	"histocompatibility 2, M region locus 9"
"ILMN_3147074"	"7.30e-01"	"6.23e-01"	"0.5105089"	"-7.522769"	"0.13063669"	"Pecam1"	"platelet/endothelial cell adhesion molecule 1"
"ILMN_2629877"	"7.30e-01"	"6.23e-01"	"0.510423"	"-7.522817"	"0.12135265"	"Lrrtm3"	"leucine rich repeat transmembrane neuronal 3"
"ILMN_3108372"	"7.30e-01"	"6.23e-01"	"-0.5102937"	"-7.522888"	"-0.10070006"	"Map6"	"microtubule-associated protein 6"
"ILMN_2761879"	"7.30e-01"	"6.23e-01"	"0.5101928"	"-7.522944"	"0.13161504"	"Wdr45b"	"WD repeat domain 45B"
"ILMN_1228245"	"7.30e-01"	"6.23e-01"	"-0.5101609"	"-7.522961"	"-0.09422094"	""	""
"ILMN_2710611"	"7.30e-01"	"6.23e-01"	"0.5098813"	"-7.523115"	"0.08764509"	"Adrb1"	"adrenergic receptor, beta 1"
"ILMN_2709270"	"7.30e-01"	"6.23e-01"	"0.5091976"	"-7.523492"	"0.11555621"	"Iffo1"	"intermediate filament family orphan 1"
"ILMN_1216422"	"7.30e-01"	"6.24e-01"	"0.5089625"	"-7.523622"	"0.10532886"	"Tm9sf1"	"transmembrane 9 superfamily member 1"
"ILMN_2533104"	"7.30e-01"	"6.24e-01"	"0.5089105"	"-7.52365"	"0.09056584"	"Kctd14"	"potassium channel tetramerisation domain containing 14"
"ILMN_1228060"	"7.30e-01"	"6.24e-01"	"-0.5088397"	"-7.523689"	"-0.09654902"	""	""
"ILMN_2624574"	"7.30e-01"	"6.24e-01"	"0.5086693"	"-7.523783"	"0.13636871"	"Cep135"	"centrosomal protein 135"
"ILMN_1219477"	"7.31e-01"	"6.24e-01"	"0.5083651"	"-7.52395"	"0.11780345"	"Prm3"	"protamine 3"
"ILMN_1244526"	"7.31e-01"	"6.25e-01"	"-0.507265"	"-7.524555"	"-0.09137161"	"Blnk"	"B cell linker"
"ILMN_2843782"	"7.31e-01"	"6.25e-01"	"0.5072277"	"-7.524575"	"0.08226327"	"Tpst2"	"protein-tyrosine sulfotransferase 2"
"ILMN_2829262"	"7.32e-01"	"6.25e-01"	"0.5069541"	"-7.524725"	"0.09630976"	"Ltbp4"	"latent transforming growth factor beta binding protein 4"
"ILMN_2613696"	"7.32e-01"	"6.25e-01"	"0.5068516"	"-7.524781"	"0.09070687"	""	""
"ILMN_2699294"	"7.32e-01"	"6.26e-01"	"0.5058975"	"-7.525304"	"0.0747366"	""	""
"ILMN_1249213"	"7.32e-01"	"6.26e-01"	"-0.5057689"	"-7.525374"	"-0.09125349"	"Pde3b"	"phosphodiesterase 3B, cGMP-inhibited"
"ILMN_2589803"	"7.32e-01"	"6.26e-01"	"-0.5057278"	"-7.525397"	"-0.0850794"	"Sytl2"	"synaptotagmin-like 2"
"ILMN_2610885"	"7.32e-01"	"6.26e-01"	"-0.505543"	"-7.525498"	"-0.0857551"	"Atp6v0d2"	"ATPase, H+ transporting, lysosomal V0 subunit D2"
"ILMN_2602435"	"7.32e-01"	"6.26e-01"	"0.5055236"	"-7.525509"	"0.10680248"	"Tjap1"	"tight junction associated protein 1"
"ILMN_2730532"	"7.33e-01"	"6.26e-01"	"-0.5050888"	"-7.525746"	"-0.08672857"	"Stx17"	"syntaxin 17"
"ILMN_2628999"	"7.33e-01"	"6.26e-01"	"0.5050863"	"-7.525748"	"0.08162593"	"Fgfbp3"	"fibroblast growth factor binding protein 3"
"ILMN_2733544"	"7.33e-01"	"6.26e-01"	"0.5050375"	"-7.525774"	"0.12160246"	"Kcnmb2"	"potassium large conductance calcium-activated channel, subfamily M, beta member 2"
"ILMN_2638087"	"7.33e-01"	"6.27e-01"	"0.5043822"	"-7.526132"	"0.07748337"	"Gpx5"	"glutathione peroxidase 5"
"ILMN_1234301"	"7.33e-01"	"6.27e-01"	"0.5043638"	"-7.526142"	"0.08701599"	"6030458C11Rik"	"RIKEN cDNA 6030458C11 gene"
"ILMN_1251642"	"7.33e-01"	"6.27e-01"	"0.504328"	"-7.526162"	"0.07491192"	"Wdr45b"	"WD repeat domain 45B"
"ILMN_1241236"	"7.33e-01"	"6.27e-01"	"0.5037402"	"-7.526482"	"0.07441004"	"Cs"	"citrate synthase"
"ILMN_1237842"	"7.33e-01"	"6.27e-01"	"0.50372"	"-7.526494"	"0.09148345"	"Clk2"	"CDC-like kinase 2"
"ILMN_1222230"	"7.33e-01"	"6.27e-01"	"-0.5036774"	"-7.526517"	"-0.08816176"	"Mepe"	"matrix extracellular phosphoglycoprotein with ASARM motif (bone)"
"ILMN_1226515"	"7.34e-01"	"6.27e-01"	"0.5032982"	"-7.526723"	"0.08491209"	"Rdh7"	"retinol dehydrogenase 7"
"ILMN_2933151"	"7.34e-01"	"6.27e-01"	"0.503262"	"-7.526743"	"0.10086563"	"Rab11fip2"	"RAB11 family interacting protein 2 (class I)"
"ILMN_1218295"	"7.34e-01"	"6.28e-01"	"-0.5030861"	"-7.526839"	"-0.1030096"	"Nek9"	"NIMA (never in mitosis gene a)-related expressed kinase 9"
"ILMN_2601525"	"7.34e-01"	"6.28e-01"	"0.5025848"	"-7.527112"	"0.07987319"	"Iba57"	"IBA57 homolog, iron-sulfur cluster assembly"
